螺纹,B
保护帽,I
，,
要求,
总包,
【,
中建,
】,
于,
8月,
17日,
前,
整改,
完成,
,
Q3,B
区,I
B4,B
层,I
支模,B
架内,I
个别,
剪刀撑,B
下部,I
未,
锁,
扣件,
，,
要求,
总包,
【,
中建,
】,
于,
8月,
17日,
前,
整改,
完成,
,
Q3,B
区,I
B4,B
层,I
柱子,B
箍筋,I
设置,
不均匀,
，,
要求,
总包,
【,
中建,
】,
于,
8月,
20日,
前,
整改,
完成,
,
现场,
钢筋笼,B
制作,
过程,
中,
焊机,
电流,
过,
大,
伤害,
主筋,B
，,
要求,
总包,
【,
中建,
】,
于,
8月,
27日,
前,
整改,
完成,
,
Q3,B
区,I
B4,B
层,I
钢筋,B
绑扎,I
跳绑,
严重,
，,
要求,
总包,
【,
中建,
】,
于,
8月,
25日,
前,
整改,
完成,
,
Q3,B
区,I
B4,B
层,I
个别,
电渣,B
压力,I
焊,I
存在,
偏心,
现象,
，,
要求,
总包,
【,
中建,
】,
于,
8月,
25日,
前,
整改,
完成,
,
现场,
钢筋笼,B
制作,
单面,B
搭接,I
焊,I
距离,
不,
满足,
设计,
及,
规范,
要求,
，,
要求,
总包,
【,
中建,
】,
于,
8月,
27日,
前,
整改,
完成,
,
Q3,B
区,I
B4,B
层,I
顶部,B
缺少,
水平杆,B
，,
要求,
总包,
【,
中建,
】,
于,
9月,
3日,
前,
整改,
完成,
,
Q2,B
区,I
独立,B
基础,I
浇筑,
完成,
后,
养护,
不,
及时,
，,
要求,
总包,
【,
中建,
】,
于,
8月,
30,
日前,
整改,
完成,
,
Q3,B
区,I
B4,B
层,I
支模架,B
扫地杆,I
未,
连通,
，,
要求,
总包,
【,
中建,
】,
于,
8月,
30,
日前,
整改,
完成,
,
Q3,B
区,I
B4,B
层,I
个别,
机械,B
连接,I
外露,I
丝牙,I
过,
多,
，,
要求,
总包,
【,
中建,
】,
于,
8月,
30,
日前,
整改,
完成,
,
Q3,B
挡墙,I
施工,
个别,
拉钩,B
过长,
",",
要求,
总包,
【,
中建,
】,
于,
9月,
1日,
前,
整改,
完成,
,
Q3,B
条形,I
基础,I
施工,
钢筋,B
留置,I
不,
符合,
要求,
",",
要求,
总包,
【,
中建,
】,
于,
8月,
31日,
前,
整改,
完成,
,
Q3,B
区,I
条形,B
基础,I
施工,B
连接,I
区域,I
未,
进行,
凿毛,
",",
要求,
总包,
【,
中建,
】,
于,
9月,
3日,
前,
整改,
完成,
,
T3,B
筏板,B
基础,I
桩帽,I
凿,
毛,
不,
充分,
",",
要求,
总包,
【,
中建,
】,
于,
9月,
3日,
前,
整改,
完成,
,
T3,B
桩基,I
浇筑,
完成,
后,
破坏,
严重,
，,
成品,
保护,
质量,
较,
差,
",",
要求,
总包,
【,
中建,
】,
于,
9月,
3日,
前,
整改,
完成,
,
T3,B
筏板,I
基础,I
钢筋,I
保护层,I
不足,
",",
要求,
总包,
【,
中建,
】,
于,
9月,
3日,
前,
整改,
完成,
,
Q3,B
区,I
现场,
柱帽,B
个别,
箍筋,B
弯锚,
长度,
不足,
",",
要求,
总包,
【,
中建,
】,
于,
9月,
1日,
前,
整改,
完成,
,
2,B
#,I
大门,I
入口处,I
套丝,B
加工区,I
无,
直螺纹,B
套筒,I
连接,I
加工,
要求,
且,
加工区,
无,
通规,
和,
止规,
，,
要求,
总包,
【,
中建,
】,
于,
9月,
7日,
前,
整改,
完成,
,
2,B
#,I
大门,I
入口处,I
套丝,B
加工,I
区域,I
钢筋,B
套丝,I
有效,
螺纹,B
数,
不,
满足,
要求,
，,
要求,
总包,
【,
中建,
】,
于,
9月,
7日,
前,
整改,
完成,
,
2,B
#,I
大门,I
入口处,I
钢筋,B
直,I
螺纹,I
套筒,I
连接,I
加工,
区域,
钢筋,B
车丝,I
完成,
后,
丝头,B
未,
进行,
打磨,
且,
直,B
螺纹,I
套筒,I
连接,I
丝头,I
未,
进行,
防护,
，,
要求,
总包,
【,
中建,
】,
于,
9月,
7日,
前,
整改,
完成,
,
Q3,B
区,I
B4,B
层,I
柱帽,B
模板,I
存在,
错缝,
现象,
，,
要求,
总包,
【,
中建,
】,
于,
9月,
7日,
前,
整改,
完成,
,
Q2,B
区,I
独立,B
基础,I
混凝土,B
浇筑,I
完成,
后,
养护,
不,
及时,
",",
要求,
总包,
【,
中建,
】,
于,
9月,
6日,
前,
整改,
完成,
,
Q2,B
柱底,I
混凝土,B
凿,
毛,
不,
充分,
",",
要求,
总包,
【,
中建,
】,
于,
9月,
7日,
前,
整改,
完成,
,
Q3,B
区,I
电梯井,B
位置,I
防水,B
卷材,I
未,
进行,
保护,
",",
要求,
总包,
【,
中建,
】,
于,
9月,
6日,
前,
整改,
完成,
,
Q3,B
区,I
电梯井,B
至,
集水坑,B
的,
预留,B
管道,I
堵塞,
",",
要求,
总包,
【,
中建,
】,
于,
9月,
8日,
前,
整改,
完成,
,
Q2,B
区,I
独立,B
基础,I
钢筋,I
间距,
不均匀,
，,
要求,
总包,
【,
中建,
】,
于,
9月,
8日,
前,
整改,
完成,
,
T3,B
承台桩,I
未,
剔凿,
到位,
，,
要求,
【,
中建,
】,
于,
9月,
15日,
前,
整改,
完成,
,
T3,B
承台桩,I
钢筋笼,I
主筋,I
长度,
不足,
，,
要求,
【,
中建,
】,
于,
9月,
14日,
前,
整改,
完成,
,
T3,B
承台,I
底板,I
钢筋,I
保护层,I
不足,
，,
要求,
【,
中建,
】,
于,
9月,
14日,
前,
整改,
完成,
,
T3,B
柱内,I
单肢,I
箍,I
未,
形成,
135,
°,
弯锚,
",",
要求,
总包,
【,
中建,
】,
于,
9月,
14日,
前,
整改,
完成,
,
T3,B
柱,I
主筋,I
未,
形成,
错头,
留置,
,
要求,
总包,
【,
中建,
】,
于,
9月,
14日,
前,
整改,
完成,
,
Q3,B
区,I
电梯井,B
凿,
毛,
后,
建,
渣,
未,
清理,
要求,
总包,
【,
中建,
】,
于,
9月,
15日,
前,
整改,
完成,
,
钢筋笼,B
放置,
于,
淤泥,
上,
，,
未,
采取,
保护,
措施,
要求,
总包,
【,
中建,
】,
于,
9月,
15日,
前,
整改,
完成,
,
Q3,B
区,I
支模架,B
搭设,I
顶部,I
搭接,
不,
符合,
相关,
规范,
要求,
总包,
【,
中建,
】,
于,
9月,
15日,
前,
整改,
完成,
,
Q3,B
区,I
主筋,B
未带,
保护帽,B
，,
要求,
【,
中建,
】,
于,
9月,
23日,
前,
整改,
完成,
,
T3,B
架空层,I
梁,B
钢筋,I
保护层,I
厚度,
不足,
，,
要求,
【,
中建,
】,
于,
9月,
23日,
前,
整改,
完成,
,
Q3,B
区柱底,I
凿,
毛,
不,
充分,
，,
要求,
【,
中建,
】,
于,
9月,
20日,
前,
整改,
完成,
,
Q3,B
区,I
柱,B
钢筋,I
绑扎,I
未,
蹬,
角,
",",
要求,
总包,
【,
中建,
】,
于,
9月,
20日,
前,
整改,
完成,
,
Q1,B
区,I
止水,B
钢板,I
焊接,
未,
满,
焊,
，,
要求,
总包,
【,
中建,
】,
于,
9月,
21日,
前,
整改,
完成,
,
Q1,B
区,I
止水,B
钢板,I
搭接,
方式,
不,
符合,
要求,
，,
要求,
总包,
【,
中建,
】,
于,
9月,
21日,
前,
整改,
完成,
,
Q1,B
区,I
条基,B
插筋,I
上,
的,
混凝土,B
块,
未,
进行,
清理,
，,
要求,
总包,
【,
中建,
】,
于,
9月,
21日,
前,
整改,
完成,
,
Q3,B
区,I
支模架,B
顶托,I
外露,
过长,
，,
已,
出现,
倾斜,
现象,
，,
要求,
【,
中建,
】,
于,
9月,
30,
日前,
整改,
完成,
,
Q3,B
区,I
支模架,B
水平杆,I
对接,
在,
同一个,
跨度,
内,
，,
要求,
【,
中建,
】,
于,
9月,
30,
日前,
整改,
完成,
,
Q3,B
区,I
暗梁,B
钢筋,I
未,
蹬,
角,
，,
要求,
【,
中建,
】,
于,
9月,
30,
日前,
整改,
完成,
,
Q3,B
区,I
柱,B
钢筋,I
上,
的,
砼,B
未,
进行,
清理,
",",
要求,
总包,
【,
中建,
】,
于,
9月,
30,
日前,
整改,
完成,
,
Q3,B
区,I
挡土墙,B
模板,I
存在,
爆模,
现象,
，,
要求,
总包,
【,
中建,
】,
于,
9月,
30,
日前,
整改,
完成,
,
阴雨,
天气,
钢筋,B
未,
采取,
防护,
措施,
，,
要求,
总包,
【,
中建,
】,
于,
9月,
27日,
前,
整改,
完成,
,
2,B
#,I
钢筋,I
加工房,
个别,
钢筋,B
车丝,I
完成,
后,
丝口,B
未,
采取,
保护,
措施,
，,
要求,
总包,
【,
中建,
】,
于,
9月,
27日,
前,
整改,
完成,
,
Q2,B
区,I
柱,B
钢筋,I
安装,
单子,B
箍,I
弯钩,I
未弯,
到,
135,
°,
，,
要求,
总包,
【,
中建,
】,
于,
9月,
30,
日前,
整改,
完成,
,
T3,B
区域,I
三桩,B
平台,I
位置,I
架体,B
扫地杆,I
过,
高,
，,
要求,
总包,
【,
中建,
】,
于,
9月,
28,
日前,
整改,
完成,
,
T3,B
区域,I
三桩,B
平台,I
位置,I
上下,
采用,
顶托,B
进行,
支撑,
，,
要求,
总包,
【,
中建,
】,
于,
9月,
27日,
前,
整改,
完成,
,
T3,B
区域,I
三桩,B
平台,I
位置,I
立杆,B
悬空,
未,
落地,
，,
要求,
总包,
【,
中建,
】,
于,
9月,
27日,
前,
整改,
完成,
,
T3,B
区域,I
支,B
模架,I
顶托,I
伸出,
长度,
过长,
，,
单钢管,B
，,
要求,
总包,
【,
中建,
】,
于,
10月,
13日,
前,
整改,
完成,
,
T3,B
区域,I
梁拉钩,B
未,
绑扎,
，,
要求,
总包,
【,
中建,
】,
于,
10月,
12日,
前,
整改,
完成,
,
Q3,B
-,I
7,I
区,I
B2,B
层,I
梁,B
交接处,I
下部,I
未,
支撑,
，,
要求,
总包,
【,
中建,
】,
于,
10月,
13日,
前,
整改,
完成,
,
Q3,B
-,I
7,I
区,I
B3,B
层,I
挡墙,B
上部,I
未,
使用,
锁口方,B
，,
要求,
总包,
【,
中建,
】,
于,
10月,
13日,
前,
整改,
完成,
,
Q3,B
-,I
7,I
区,I
B3,B
层,I
挡墙,B
模板,I
存在,
错缝,
现象,
，,
要求,
总包,
【,
中建,
】,
于,
10月,
13日,
前,
整改,
完成,
,
Q1,B
区,I
挡土墙,B
外侧,I
拉筋,B
未,
绑,
牢固,
，,
要求,
总包,
【,
中建,
】,
于,
10月,
12日,
前,
整改,
完成,
,
Q1,B
区,I
转角墙,B
暗柱,I
箍筋,I
间距,
不均匀,
，,
要求,
总包,
【,
中建,
】,
于,
10月,
12日,
前,
整改,
完成,
,
Q3,B
-,I
6,I
区,I
B3,B
层,I
柱,B
主筋,I
混凝土,I
未,
清理,
，,
要求,
总包,
【,
中建,
】,
于,
10月,
13日,
前,
整改,
完成,
,
T3,B
区,I
B3,B
层,I
梁,B
偏位,
，,
保护层,
不均匀,
，,
要求,
总包,
【,
中建,
】,
于,
10月,
12日,
前,
整改,
完成,
,
Q2,B
区域,I
回填,
粒径,
较,
大,
，,
要求,
总包,
【,
中建,
】,
于,
10月,
18,
日前,
整改,
完成,
,
Q2,B
区域,I
模板,B
间隙,
过,
大,
，,
要求,
总包,
【,
中建,
】,
于,
10月,
20日,
前,
整改,
完成,
,
Q2,B
区域,I
板面,B
钢筋,I
未,
设置,
马凳,
和,
垫块,
，,
要求,
总包,
【,
中建,
】,
于,
10月,
18,
日前,
整改,
完成,
,
Q3,B
区,I
模板,B
间隙,
过,
大,
，,
要求,
总包,
【,
中建,
】,
于,
10月,
20日,
前,
整改,
完成,
,
Q3,B
区,I
支模架,B
扫地杆,I
未,
连通,
，,
要求,
总包,
【,
中建,
】,
于,
10月,
18,
日前,
整改,
完成,
,
Q1,B
区,I
暗梁,B
钢筋,I
保护层,I
过,
大,
，,
要求,
总包,
【,
中建,
】,
于,
10月,
20日,
前,
整改,
完成,
,
Q1,B
区,I
模板,B
支撑,I
系统,I
悬空杆,I
，,
要求,
总包,
【,
中建,
】,
于,
10月,
18,
日前,
整改,
完成,
,
T3,B
区,I
梁,B
钢筋,I
未,
设置,
垫块,B
，,
要求,
总包,
【,
中建,
】,
于,
10月,
18,
日前,
整改,
完成,
,
T3,B
区,I
板面,B
模板,I
拼缝,
过,
大,
，,
要求,
总包,
【,
中建,
】,
于,
10月,
20日,
前,
整改,
完成,
,
Q1,B
人防,I
预留,I
门洞,I
钢筋,I
加强,
，,
要求,
总包,
【,
中建,
】,
于,
10月,
20日,
前,
整改,
完成,
,
Q1,B
区,I
钢筋,B
加工房,
钢筋,B
原材,I
直接,
堆放,
于,
裸土,
上,
，,
要求,
总包,
【,
中建,
】,
于,
10月,
28,
日前,
整改,
完成,
,
Q3,B
区,I
后浇带,B
区域,I
架体,
搭设,
不,
满足,
要求,
，,
要求,
总包,
【,
中建,
】,
于,
10月,
28,
日前,
整改,
完成,
,
Q3,B
区,I
3,B
#,I
塔吊,I
部位,I
结构,
边缘,
杂物,
未,
进行,
清理,
且,
未,
采用,
立杆,B
进行,
回顶,
，,
要求,
总包,
【,
中建,
】,
于,
10月,
28,
日前,
整改,
完成,
,
Q3,B
区,I
北侧,B
挡墙,B
同一个,
部位,
有,
2,
条,
1m,
线,
，,
要求,
总包,
【,
中建,
】,
于,
10月,
28,
日前,
整改,
完成,
,
Q3,B
区,I
B4,B
层,I
楼层,
内,
照明,
不足,
，,
要求,
总包,
【,
中建,
】,
于,
10月,
28,
日前,
整改,
完成,
,
Q2,B
区,I
材料,
堆码,
混乱,
，,
要求,
总包,
【,
中建,
】,
于,
10月,
28,
日前,
整改,
完成,
,
Q3,B
-,I
3,I
区,I
B4,B
层,I
顶托,B
外露,
过长,
，,
要求,
总包,
【,
中建,
】,
于,
10月,
28,
日前,
整改,
完成,
,
Q3,B
-,I
5,I
、,I
6,I
区,I
B1,B
层,I
支模架,B
立杆,I
搭接,
在,
同一个,
区域,
，,
要求,
总包,
【,
中建,
】,
于,
10月,
28,
日前,
整改,
完成,
,
T2,B
-,I
1,I
区,I
柱,B
钢筋,I
直,I
螺纹,I
未,
带,
上,
保护罩,B
，,
要求,
总包,
【,
中建,
】,
于,
11月,
5日,
前,
整改,
完成,
,
Q2,B
-,I
6,I
B,I
1,I
层,I
柱,B
钢筋,I
箍筋,I
间距,
不均匀,
，,
要求,
总包,
【,
中,
建,
】,
于,
11,
月,
5,
日,
前,
整改,
完成,
,
Q2,B
-,I
6,I
B,I
1,I
层,I
柱底部,B
凿,
毛,
未,
到位,
，,
要求,
总包,
【,
中,
建,
】,
于,
11,
月,
5,
日,
前,
整改,
完成,
,
Q3,B
-,I
3,I
立杆,I
悬空,
未,
落地,
，,
要求,
总包,
【,
中,
建,
】,
于,
11,
月,
5,
日,
前,
整改,
完成,
,
Q3,B
-,I
5,I
板面,I
立杆,I
置于,
后浇带,B
上,
，,
要求,
总包,
【,
中,
建,
】,
于,
11,
月,
5,
日,
前,
整改,
完成,
,
Q3,B
-,I
7,I
梁底部,I
未,
设置,
垫块,B
，,
【,
中,
建,
】,
于,
11,
月,
5,
日,
前,
整改,
完成,
,
Q3,B
-,I
7,I
梁底部,I
边模,I
拼缝,
过,
大,
【,
中,
建,
】,
于,
11,
月,
6,
日,
前,
整改,
完成,
,
T3,B
梁箍筋,I
倾斜,
严重,
",",
【,
中建,
】,
于,
11月,
4日,
前,
整改,
完成,
,
Q2,B
区,I
消防,B
水池,I
墙,I
使用,
內撑条,B
，,
要求,
总包,
【,
中建,
】,
于,
11月,
10日,
前,
整改,
完成,
,
Q2,B
区,I
梁,B
内,
垃圾,
，,
要求,
总包,
【,
中建,
】,
于,
11月,
10日,
前,
整改,
完成,
,
Q2,B
区,I
柱,B
底部,I
对拉,B
螺杆,I
未,
设置,
双螺帽,B
",",
要求,
总包,
【,
中建,
】,
于,
11月,
10日,
前,
整改,
完成,
,
T3,B
区,I
北侧,B
车道柱,B
底部,I
凿,
毛,
未,
剔凿,
到位,
，,
要求,
总包,
【,
中建,
】,
于,
11月,
10日,
前,
整改,
完成,
,
T3,B
区,I
南侧,B
梁,B
底部,I
模板,B
拼缝,
过,
大,
",",
要求,
总包,
【,
中建,
】,
于,
11月,
10日,
前,
整改,
完成,
,
Q3,B
区,I
支模架,B
扫地杆,I
未,
联通,
",",
要求,
总包,
【,
中建,
】,
于,
11月,
9日,
前,
整改,
完成,
,
Q3,B
区,I
梁,B
箍筋,I
肢数,
未,
设置,
到位,
，,
要求,
总包,
【,
中建,
】,
于,
11月,
9日,
前,
整改,
完成,
,
Q3,B
区,I
梁截面,B
尺寸,
不足,
，,
要求,
总包,
【,
中建,
】,
于,
11月,
9日,
前,
整改,
完成,
,
T3,B
-,I
1,I
区,I
B3,B
层,I
梁,B
保护层,I
过,
大,
，,
要求,
总包,
【,
中建,
】,
于,
11月,
21日,
前,
整改,
完成,
,
T3,B
区,I
B1,B
层,I
立杆,B
悬空,
未,
落地,
，,
要求,
总包,
【,
中建,
】,
于,
11月,
21日,
前,
整改,
完成,
,
Q1,B
-,I
3,I
区,I
并,
B4,B
-,I
B3,I
层,I
楼梯,B
通道,I
架体,I
未,
搭,
设,
扫地杆,B
，,
要求,
总包,
【,
中建,
】,
于,
11月,
21日,
前,
整改,
完成,
,
Q1,B
-,I
2,I
区,I
B2,B
层,I
挡墙,B
吊模,I
线条,
不,
平直,
，,
要求,
总包,
【,
中建,
】,
于,
11月,
21日,
前,
整改,
完成,
,
Q2,B
-,I
4,I
区,I
B2,B
层,I
柱帽,B
存在,
错缝,
现象,
，,
要求,
总包,
【,
中建,
】,
于,
11月,
21日,
前,
整改,
完成,
,
Q2,B
区,I
制作,
成型,
的,
钢筋,B
直接,
堆放,
于,
泥泞,
上,
，,
要求,
总包,
【,
中建,
】,
于,
11月,
21日,
前,
整改,
完成,
,
Q2,B
区,I
制作,
成型,
的,
钢筋,B
直接,
堆放,
于,
泥泞,
上,
，,
要求,
总包,
【,
中建,
】,
于,
11月,
21日,
前,
整改,
完成,
,
Q3,B
-,I
3,I
区,I
B3,B
层,I
梁底,B
钢筋,I
保护层,I
过,
大,
，,
要求,
总包,
【,
中建,
】,
于,
11月,
21日,
前,
整改,
完成,
,
Q1,B
-,I
3,I
区,I
B3,B
层,I
模板,B
拼缝,I
过,
大,
，,
要求,
总包,
【,
中建,
】,
于,
11月,
26日,
前,
整改,
完成,
,
Q1,B
-,I
3,I
区,I
B3,B
层,I
剪力墙,B
上,
套管,B
周边,I
钢筋,B
未,
加强,
，,
要求,
总包,
【,
中建,
】,
于,
11月,
26日,
前,
整改,
完成,
,
Q1,B
-,I
3,I
区,I
B3,B
层,I
剪力墙,B
钢筋,I
偏位,
严重,
，,
要求,
总包,
【,
中建,
】,
于,
11月,
26日,
前,
整改,
完成,
,
Q2,B
-,I
2,I
区,I
B2,B
层,I
楼梯,B
梁,I
未,
采用,
立杆,B
支撑,
，,
要求,
总包,
【,
中建,
】,
于,
11月,
26日,
前,
整改,
完成,
,
Q2,B
-,I
2,I
区,I
高支模,B
区域,I
未,
悬挂,
防护,B
兜网,I
，,
要求,
总包,
【,
中建,
】,
于,
11月,
26日,
前,
整改,
完成,
,
Q2,B
-,I
1,I
区,I
B2,B
层,I
车道,B
位置,I
支,B
模架,I
区域,I
剪刀撑,B
不足,
，,
要求,
总包,
【,
中建,
】,
于,
11月,
26日,
前,
整改,
完成,
,
Q3,B
区,I
钢筋,B
放置,
在,
泥土,
里面,
，,
要求,
总包,
【,
中建,
】,
于,
11月,
26日,
前,
整改,
完成,
,
Q3,B
-,I
7,I
区,I
L1,B
层,I
防,
高低,
标号,
串号,
的,
钢丝网,B
未,
绑扎,
，,
要求,
总包,
【,
中建,
】,
于,
11月,
26日,
前,
整改,
完成,
,
T2,B
区,I
西侧,B
三桩,B
承台桩,I
主筋,I
被,
破坏,
，,
要求,
总包,
【,
中建,
】,
于,
11月,
26日,
前,
整改,
完成,
,
T3,B
区,I
B1,B
层,I
柱子,B
底部,I
存在,
扣件,
未,
清理,
，,
要求,
总包,
【,
中建,
】,
于,
11月,
24日,
前,
整改,
完成,
,
T2,B
北侧,I
三桩,B
平台,I
柱底,I
凿,
毛,
不,
充分,
，,
要求,
总包,
【,
中建,
】,
于,
11月,
26日,
前,
整改,
完成,
,
Q1,B
-,I
3,I
区,I
B3,B
层,I
主次,B
梁,I
箍筋,I
加强,
少箍,
，,
要求,
总包,
【,
中建,
】,
于,
12月,
4日,
前,
整改,
完成,
,
Q1,B
-,I
1,I
区,I
基础,B
挡墙,I
止水,I
钢板,I
浇筑,
过,
高,
，,
要求,
总包,
【,
中建,
】,
于,
12月,
4日,
前,
整改,
完成,
,
Q2,B
-,I
3,I
区,I
基础,B
桩头,I
凿,
毛,
不足,
，,
要求,
总包,
【,
中建,
】,
于,
12月,
4日,
前,
整改,
完成,
,
Q3,B
-,I
7,I
区,I
L1,B
层,I
吊模,B
使用,
木方,B
支撑,I
，,
要求,
总包,
【,
中建,
】,
于,
12月,
4日,
前,
整改,
完成,
,
Q2,B
-,I
5,I
区,I
B4,B
层,I
钢筋,B
绑扎,I
不,
规范,
，,
要求,
总包,
【,
中建,
】,
于,
12月,
4日,
前,
整改,
完成,
,
Q3,B
-,I
7,I
区,I
L1,B
层,I
穿墙,B
套管,I
钢筋,I
未,
加强,
，,
要求,
总包,
【,
中建,
】,
于,
12月,
4日,
前,
整改,
完成,
,
Q3,B
区,I
B1,B
层,I
挡墙,B
加固,I
未,
设置,
斜撑,B
，,
要求,
总包,
【,
中建,
】,
于,
12月,
4日,
前,
整改,
完成,
,
T3,B
-,I
1,I
